INSTANCE_NAME v_49_a168_r0_b4
NB_VERTICES 49
NB_ARCS 168
NB_BLOCKAGES 4


VERTICES
1 1 6
2 2 6
3 3 6
4 4 6
5 5 6
6 6 6
7 7 6
8 1 5
9 2 5
10 3 5
11 4 5
12 5 5
13 6 5
14 7 5
15 1 4
16 2 4
17 3 4
18 4 4
19 5 4
20 6 4
21 7 4
22 1 3
23 2 3
24 3 3
25 4 3
26 5 3
27 6 3
28 7 3
29 1 2
30 2 2
31 3 2
32 4 2
33 5 2
34 6 2
35 7 2
36 1 1
37 2 1
38 3 1
39 4 1
40 5 1
41 6 1
42 7 1
43 1 0
44 2 0
45 3 0
46 4 0
47 5 0
48 6 0
49 7 0


ARCS
1 8 1
8 1 1
1 2 1
2 1 1
2 9 1
9 2 1
2 3 1
3 2 1
3 10 1
10 3 1
3 4 1
4 3 1
4 11 1
11 4 1
4 5 1
5 4 1
5 12 1
12 5 1
5 6 1
6 5 1
6 13 1
13 6 1
6 7 1
7 6 1
7 14 1
14 7 1
8 15 1
15 8 1
8 9 1
9 8 1
9 16 1
16 9 1
9 10 1
10 9 1
10 17 1
17 10 1
10 11 1
11 10 1
11 18 1
18 11 1
11 12 1
12 11 1
12 19 1
19 12 1
12 13 1
13 12 1
13 20 1
20 13 1
13 14 1
14 13 1
14 21 1
21 14 1
15 22 1
22 15 1
15 16 1
16 15 1
16 23 1
23 16 1
16 17 1
17 16 1
17 24 1
24 17 1
17 18 1
18 17 1
18 25 1
25 18 1
18 19 1
19 18 1
19 26 1
26 19 1
19 20 1
20 19 1
20 27 1
27 20 1
20 21 1
21 20 1
21 28 1
28 21 1
22 29 1
29 22 1
22 23 1
23 22 1
23 30 1
30 23 1
23 24 1
24 23 1
24 31 1
31 24 1
24 25 1
25 24 1
25 32 1
32 25 1
25 26 1
26 25 1
26 33 1
33 26 1
26 27 1
27 26 1
27 34 1
34 27 1
27 28 1
28 27 1
28 35 1
35 28 1
29 36 1
36 29 1
29 30 1
30 29 1
30 37 1
37 30 1
30 31 1
31 30 1
31 38 1
38 31 1
31 32 1
32 31 1
32 39 1
39 32 1
32 33 1
33 32 1
33 40 1
40 33 1
33 34 1
34 33 1
34 41 1
41 34 1
34 35 1
35 34 1
35 42 1
42 35 1
36 43 1
43 36 1
36 37 1
37 36 1
37 44 1
44 37 1
37 38 1
38 37 1
38 45 1
45 38 1
38 39 1
39 38 1
39 46 1
46 39 1
39 40 1
40 39 1
40 47 1
47 40 1
40 41 1
41 40 1
41 48 1
48 41 1
41 42 1
42 41 1
42 49 1
49 42 1
43 44 1
44 43 1
44 45 1
45 44 1
45 46 1
46 45 1
46 47 1
47 46 1
47 48 1
48 47 1
48 49 1
49 48 1


REQUESTS

BLOCKAGES

2 9
3 10
4 11
5 12

END
