INSTANCE_NAME v_64_a224_r0_b2
NB_VERTICES 64
NB_ARCS 224
NB_BLOCKAGES 2


VERTICES
1 1 7
2 2 7
3 3 7
4 4 7
5 5 7
6 6 7
7 7 7
8 8 7
9 1 6
10 2 6
11 3 6
12 4 6
13 5 6
14 6 6
15 7 6
16 8 6
17 1 5
18 2 5
19 3 5
20 4 5
21 5 5
22 6 5
23 7 5
24 8 5
25 1 4
26 2 4
27 3 4
28 4 4
29 5 4
30 6 4
31 7 4
32 8 4
33 1 3
34 2 3
35 3 3
36 4 3
37 5 3
38 6 3
39 7 3
40 8 3
41 1 2
42 2 2
43 3 2
44 4 2
45 5 2
46 6 2
47 7 2
48 8 2
49 1 1
50 2 1
51 3 1
52 4 1
53 5 1
54 6 1
55 7 1
56 8 1
57 1 0
58 2 0
59 3 0
60 4 0
61 5 0
62 6 0
63 7 0
64 8 0


ARCS
1 9 1
9 1 1
1 2 1
2 1 1
2 10 1
10 2 1
2 3 1
3 2 1
3 11 1
11 3 1
3 4 1
4 3 1
4 12 1
12 4 1
4 5 1
5 4 1
5 13 1
13 5 1
5 6 1
6 5 1
6 14 1
14 6 1
6 7 1
7 6 1
7 15 1
15 7 1
7 8 1
8 7 1
8 16 1
16 8 1
9 17 1
17 9 1
9 10 1
10 9 1
10 18 1
18 10 1
10 11 1
11 10 1
11 19 1
19 11 1
11 12 1
12 11 1
12 20 1
20 12 1
12 13 1
13 12 1
13 21 1
21 13 1
13 14 1
14 13 1
14 22 1
22 14 1
14 15 1
15 14 1
15 23 1
23 15 1
15 16 1
16 15 1
16 24 1
24 16 1
17 25 1
25 17 1
17 18 1
18 17 1
18 26 1
26 18 1
18 19 1
19 18 1
19 27 1
27 19 1
19 20 1
20 19 1
20 28 1
28 20 1
20 21 1
21 20 1
21 29 1
29 21 1
21 22 1
22 21 1
22 30 1
30 22 1
22 23 1
23 22 1
23 31 1
31 23 1
23 24 1
24 23 1
24 32 1
32 24 1
25 33 1
33 25 1
25 26 1
26 25 1
26 34 1
34 26 1
26 27 1
27 26 1
27 35 1
35 27 1
27 28 1
28 27 1
28 36 1
36 28 1
28 29 1
29 28 1
29 37 1
37 29 1
29 30 1
30 29 1
30 38 1
38 30 1
30 31 1
31 30 1
31 39 1
39 31 1
31 32 1
32 31 1
32 40 1
40 32 1
33 41 1
41 33 1
33 34 1
34 33 1
34 42 1
42 34 1
34 35 1
35 34 1
35 43 1
43 35 1
35 36 1
36 35 1
36 44 1
44 36 1
36 37 1
37 36 1
37 45 1
45 37 1
37 38 1
38 37 1
38 46 1
46 38 1
38 39 1
39 38 1
39 47 1
47 39 1
39 40 1
40 39 1
40 48 1
48 40 1
41 49 1
49 41 1
41 42 1
42 41 1
42 50 1
50 42 1
42 43 1
43 42 1
43 51 1
51 43 1
43 44 1
44 43 1
44 52 1
52 44 1
44 45 1
45 44 1
45 53 1
53 45 1
45 46 1
46 45 1
46 54 1
54 46 1
46 47 1
47 46 1
47 55 1
55 47 1
47 48 1
48 47 1
48 56 1
56 48 1
49 57 1
57 49 1
49 50 1
50 49 1
50 58 1
58 50 1
50 51 1
51 50 1
51 59 1
59 51 1
51 52 1
52 51 1
52 60 1
60 52 1
52 53 1
53 52 1
53 61 1
61 53 1
53 54 1
54 53 1
54 62 1
62 54 1
54 55 1
55 54 1
55 63 1
63 55 1
55 56 1
56 55 1
56 64 1
64 56 1
57 58 1
58 57 1
58 59 1
59 58 1
59 60 1
60 59 1
60 61 1
61 60 1
61 62 1
62 61 1
62 63 1
63 62 1
63 64 1
64 63 1


REQUESTS

BLOCKAGES

2 10
3 11

END
